"id"	"name"	"country"	"compatibility"	"category"	"updated_date"	"size"	"seller"	"rated"	"requirements"	"bundleid"	"average_current"	"total_current"	"average_all"	"total_all"	"current1"	"current2"	"current3"	"current4"	"current5"	"all1"	"all2"	"all3"	"all4"	"all5"	"fullrank_id"	"created_at"	"updated_at"
1229	"Temple Run 2"	"United States"	" Universal"	" Games"	" Mar 26, 2015"	" 53.1 MB"	" Imangi Studios, LLC"	"Rated 9+"	" Requires iOS 4.3 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.imangi.templerun2"	"4.3"	"1,027"	"4.3"	"241,338"	"(677)"	"(153)"	"(74)"	"(65)"	"(58)"	"(160,665)"	"(36,142)"	"(18,544)"	"(10,622)"	"(15,365)"	687	"2015-04-01 15:24:41.321307"	"2015-04-01 15:24:41.321307"
1230	"Restaurant Story"	"United States"	" Universal"	" Games"	" Mar 26, 2015"	" 36.6 MB"	" TeamLava, LLC"	"Rated 4+"	" Requires iOS 5.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.teamlava.restaurantstory"	"4.3"	"552"	"3.8"	"124,985"	"(353)"	"(90)"	"(44)"	"(24)"	"(41)"	"(64,837)"	"(16,369)"	"(13,034)"	"(9,379)"	"(21,366)"	690	"2015-04-01 15:24:48.038497"	"2015-04-01 15:24:48.038497"
1231	"Dragon Story™"	"United States"	" Universal"	" Games"	" Mar 26, 2015"	" 61.4 MB"	" TeamLava, LLC"	"Rated 4+"	" Requires iOS 5.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5, iPhone 6, and iPhone 6 Plus."	" com.teamlava.dragonstory"	"4.3"	"837"	"4.3"	"54,731"	"(550)"	"(143)"	"(57)"	"(29)"	"(58)"	"(35,854)"	"(8,403)"	"(4,359)"	"(2,194)"	"(3,921)"	693	"2015-04-01 15:24:55.462666"	"2015-04-01 15:24:55.462666"
1232	"Craft Minecraft World - Minecraft - Mini Game With Multiplayer For Minecraft PE"	"United States"	" iPhone, iPod touch"	" Games"	" Mar 28, 2015"	" 60.3 MB"	" Sonata Guria"	"Rated 4+"	" Requires iOS 6.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.july.runningcolorballgame"	"3.7"	"106"	"3.7"	"106"	"(68)"	"(2)"	"(0)"	"(3)"	"(33)"	"(68)"	"(2)"	"(0)"	"(3)"	"(33)"	696	"2015-04-01 15:25:01.986266"	"2015-04-01 15:25:01.986266"
1233	"Words On Tour"	"United States"	" Universal"	" Games"	" Mar 26, 2015"	" 71.9 MB"	" Zynga Mobile"	"Rated 4+"	" Requires iOS 7.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.newtoy.wordtrek"	"4.4"	"1,745"	"4.4"	"6,225"	"(1,088)"	"(430)"	"(136)"	"(52)"	"(39)"	"(3,940)"	"(1,451)"	"(484)"	"(184)"	"(166)"	699	"2015-04-01 15:25:08.689348"	"2015-04-01 15:25:08.689348"
1234	"Kingdoms at War"	"United States"	" Universal"	" Games"	" Mar 24, 2015"	" 28.7 MB"	" A Thinking Ape, Inc."	"Rated 9+"	" Requires iOS 5.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.tofulabs.kow"	"4.9"	"15"	"3.6"	"60,548"	"(14)"	"(0)"	"(1)"	"(0)"	"(0)"	"(29,600)"	"(6,025)"	"(6,737)"	"(5,229)"	"(12,957)"	702	"2015-04-01 15:25:15.675886"	"2015-04-01 15:25:15.675886"
1235	"Papa Pear Saga"	"United States"	" Universal"	" Games"	" Mar 26, 2015"	" 64.2 MB"	" King.com Limited"	"Rated 4+"	" Requires iOS 6.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5, iPhone 6, and iPhone 6 Plus."	" com.midasplayer.apps.papapearsaga"	"4.6"	"92"	"4.3"	"17,933"	"(72)"	"(13)"	"(0)"	"(1)"	"(6)"	"(11,224)"	"(3,413)"	"(1,264)"	"(760)"	"(1,272)"	705	"2015-04-01 15:25:22.236048"	"2015-04-01 15:25:22.236048"
1236	"Geometry Dash"	"United States"	" Universal"	" Games"	" Mar 26, 2015"	" 39.1 MB"	" RobTop Games AB"	"Rated 4+"	" Requires iOS 5.1.1 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.robtop.geometryjump"	"4.8"	"16,104"	"4.9"	"115,781"	"(14,294)"	"(1,287)"	"(248)"	"(80)"	"(195)"	"(103,944)"	"(8,960)"	"(1,517)"	"(470)"	"(890)"	708	"2015-04-01 15:25:28.925189"	"2015-04-01 15:25:28.925189"
1237	"MeetMe - Chat and Meet New People"	"United States"	" iPhone, iPod touch"	" Social Networking"	" Mar 31, 2015"	" 35.8 MB"	" MeetMe, Inc."	"Rated 17+"	" Requires iOS 6.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.myYearbook.MyYearbook"	"4.6"	"2,295"	"4.1"	"73,091"	"(1,714)"	"(324)"	"(145)"	"(55)"	"(57)"	"(40,819)"	"(14,044)"	"(7,860)"	"(3,387)"	"(6,981)"	711	"2015-04-01 15:25:35.682631"	"2015-04-01 15:25:35.682631"
1238	"Famousgram - Get followers and likes for Instagram"	"United States"	" Universal"	" Photo and Video"	" Mar 27, 2015"	" 12.0 MB"	" Dong Yang"	"Rated 12+"	" Requires iOS 7.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5, iPhone 6, and iPhone 6 Plus."	" com.toprankapps.GetFollowers"	"4.5"	"169"	"4.8"	"75,452"	"(121)"	"(25)"	"(12)"	"(3)"	"(8)"	"(66,515)"	"(4,508)"	"(2,525)"	"(805)"	"(1,099)"	714	"2015-04-01 15:25:42.289584"	"2015-04-01 15:25:42.289584"
1239	"Texas HoldEm Poker Deluxe"	"United States"	" iPhone, iPod touch"	" Games"	" Mar 26, 2015"	" 25.6 MB"	" IGG.COM"	"Rated 17+"	" Requires iOS 5.1.1 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.igg.poker"	"4.6"	"24"	"4.4"	"2,944"	"(19)"	"(2)"	"(1)"	"(2)"	"(0)"	"(2,121)"	"(405)"	"(178)"	"(74)"	"(166)"	717	"2015-04-01 15:25:49.404541"	"2015-04-01 15:25:49.404541"
1240	"Blood & Glory: Immortals"	"United States"	" Universal"	" Games"	" Mar 26, 2015"	" 91.8 MB"	" Glu Games Inc"	"Rated 12+"	" Requires iOS 6.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.glu.bgc"	"4.5"	"1,752"	"4.5"	"1,752"	"(1,268)"	"(262)"	"(82)"	"(29)"	"(111)"	"(1,268)"	"(262)"	"(82)"	"(29)"	"(111)"	720	"2015-04-01 15:25:56.306107"	"2015-04-01 15:25:56.306107"
1241	"NCLEX RN Mastery"	"United States"	" Universal"	" Education"	" Mar 17, 2015"	" 42.7 MB"	" Higher Learning Technologies LLC"	"Rated 17+"	" Requires iOS 7.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.higherlearning.nclex"	"4.7"	"70"	"4.7"	"1,431"	"(62)"	"(3)"	"(1)"	"(2)"	"(2)"	"(1,184)"	"(165)"	"(23)"	"(20)"	"(39)"	723	"2015-04-01 15:26:02.855877"	"2015-04-01 15:26:02.855877"
1242	"Monument Valley"	"United States"	" Universal"	" Games"	" Mar 26, 2015"	" 253.4 MB"	" ustwo"	"Rated 4+"	" Requires iOS 6.0 or later. Compatible with iPhone 4, iPhone 4S, iPhone 5, iPhone 5c, iPhone 5s, iPhone 6, iPhone 6 Plus, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.ustwo.monumentvalley"	"4.1"	"2,958"	"4.5"	"16,733"	"(1,843)"	"(251)"	"(345)"	"(274)"	"(245)"	"(12,915)"	"(1,319)"	"(1,070)"	"(683)"	"(746)"	726	"2015-04-01 15:26:09.434046"	"2015-04-01 15:26:09.434046"
1243	"K歌达人-最专业的手机KTV"	"United States"	" iPhone, iPod touch"	" Entertainment"	" Mar 26, 2015"	" 30.0 MB"	" Shanghai Good Music Information Technology Co., Ltd."	"Rated 4+"	" Requires iOS 4.3 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.keruida.iphone.herooke"	"4.5"	"33"	"4.5"	"188"	"(23)"	"(8)"	"(0)"	"(1)"	"(1)"	"(131)"	"(37)"	"(7)"	"(6)"	"(7)"	729	"2015-04-01 15:26:16.260923"	"2015-04-01 15:26:16.260923"
1244	"7 Minute Workout Challenge"	"United States"	" iPhone, iPod touch"	" Health and Fitness"	" Mar 29, 2015"	" 75.0 MB"	" Ariyana Felfeli"	"Rated 4+"	" Requires iOS 6.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" net.7minworkoutapp"	"4.8"	"1,102"	"4.8"	"1,781"	"(937)"	"(125)"	"(13)"	"(6)"	"(21)"	"(1,499)"	"(211)"	"(26)"	"(10)"	"(35)"	732	"2015-04-01 15:26:24.191506"	"2015-04-01 15:26:24.191506"
1245	"Asphalt 8: Airborne"	"United States"	" Universal"	" Games"	" Mar 26, 2015"	" 1.1 GB"	" Gameloft"	"Rated 12+"	" Requires iOS 6.1.6 or later. Compatible with iPhone 4, iPhone 4S, iPhone 5, iPhone 5c, iPhone 5s, iPhone 6, iPhone 6 Plus, iPad, and iPod touch. This app is optimized for iPhone 5, iPhone 6, and iPhone 6 Plus."	" com.gameloft.asphalt8"	"4.6"	"5,379"	"4.7"	"114,054"	"(4,342)"	"(513)"	"(201)"	"(127)"	"(196)"	"(94,024)"	"(10,295)"	"(3,684)"	"(2,060)"	"(3,991)"	735	"2015-04-01 15:26:30.706952"	"2015-04-01 15:26:30.706952"
1246	"HotSchedules"	"United States"	" Universal"	" Business"	" Mar 26, 2015"	" 18.5 MB"	" HotSchedules"	"Rated 4+"	" Requires iOS 7.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5, iPhone 6, and iPhone 6 Plus."	" com.hotschedules.hotschedules"	"2.3"	"10"	"3.4"	"2,729"	"(1)"	"(2)"	"(1)"	"(1)"	"(5)"	"(1,110)"	"(435)"	"(263)"	"(208)"	"(713)"	738	"2015-04-01 15:26:37.442909"	"2015-04-01 15:26:37.442909"
1247	"TurboScan: quickly scan multipage documents into high-quality PDFs"	"United States"	" iPhone, iPod touch"	" Business"	" Mar 27, 2015"	" 1.4 MB"	" Piksoft Inc."	"Rated 4+"	" Requires iOS 4.3 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.novosoft.TurboScan"	"4.9"	"2,508"	"4.8"	"17,395"	"(2,360)"	"(118)"	"(14)"	"(6)"	"(10)"	"(15,336)"	"(1,376)"	"(213)"	"(138)"	"(332)"	741	"2015-04-01 15:26:44.131931"	"2015-04-01 15:26:44.131931"
1248	"Vonage Mobile – Voice, Text, and Video"	"United States"	" Universal"	" Social Networking"	" Apr 01, 2015"	" 33.0 MB"	" Vonage"	"Rated 4+"	" Requires iOS 7.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.vonage.kudzo"	"4.5"	"167"	"4.5"	"8,502"	"(136)"	"(12)"	"(4)"	"(3)"	"(12)"	"(6,423)"	"(1,209)"	"(311)"	"(175)"	"(384)"	744	"2015-04-01 15:26:51.644862"	"2015-04-01 15:26:51.644862"
1249	"Shall we date?:WizardessHeart+"	"United States"	" Universal"	" Entertainment"	" Mar 26, 2015"	" 39.2 MB"	" NTT Solmare"	"Rated 12+"	" Requires iOS 6.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.nttsolmare.game.ios.wihef"	"4.5"	"92"	"4.4"	"397"	"(66)"	"(16)"	"(6)"	"(1)"	"(3)"	"(269)"	"(75)"	"(25)"	"(11)"	"(17)"	747	"2015-04-01 15:26:58.162742"	"2015-04-01 15:26:58.162742"
1250	"Family Feud® 2"	"United States"	" Universal"	" Games"	" Mar 26, 2015"	" 70.8 MB"	" Ludia"	"Rated 4+"	" Requires iOS 6.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.ludia.familyfeudblitz"	"4.1"	"273"	"4.3"	"43,479"	"(149)"	"(52)"	"(37)"	"(13)"	"(22)"	"(24,804)"	"(10,554)"	"(5,256)"	"(1,409)"	"(1,456)"	750	"2015-04-01 15:27:04.860364"	"2015-04-01 15:27:04.860364"
1251	"MMX Racing"	"United States"	" Universal"	" Games"	" Mar 26, 2015"	" 403.9 MB"	" Hutch Games Ltd"	"Rated 4+"	" Requires iOS 7.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5, iPhone 6, and iPhone 6 Plus."	" com.hutchgames.mud"	"4.4"	"405"	"4.1"	"5,267"	"(284)"	"(58)"	"(24)"	"(17)"	"(22)"	"(3,254)"	"(780)"	"(429)"	"(266)"	"(538)"	753	"2015-04-01 15:27:11.998243"	"2015-04-01 15:27:11.998243"
1252	"ChristianMingle - Find God's Match For You"	"United States"	" iPhone, iPod touch"	" Social Networking"	" Apr 01, 2015"	" 10.0 MB"	" Spark Networks, Inc."	"Rated 17+"	" Requires iOS 7.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.spark.CM"	""	""	"2.6"	"148"	""	""	""	""	""	"(35)"	"(14)"	"(12)"	"(26)"	"(61)"	756	"2015-04-01 15:27:18.488915"	"2015-04-01 15:27:18.488915"
1253	"Invoice2go – Professional Invoices On The Go For Small Businesses"	"United States"	" Universal"	" Business"	" Mar 31, 2015"	" 50.5 MB"	" Chris Strode"	"Rated 4+"	" Requires iOS 7.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5, iPhone 6, and iPhone 6 Plus."	" com.invoice2go.plus"	"3.3"	"35"	"4.2"	"1,845"	"(14)"	"(4)"	"(4)"	"(3)"	"(10)"	"(1,229)"	"(283)"	"(73)"	"(60)"	"(200)"	759	"2015-04-01 15:27:30.496481"	"2015-04-01 15:27:30.496481"
1254	"KICK 15"	"United States"	" Universal"	" Sports"	" Mar 26, 2015"	" 51.3 MB"	" The Topps Company, Inc."	"Rated 12+"	" Requires iOS 7.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.topps.kick"	"3.9"	"19"	"4.5"	"686"	"(11)"	"(2)"	"(3)"	"(0)"	"(3)"	"(517)"	"(80)"	"(29)"	"(15)"	"(45)"	762	"2015-04-01 15:27:37.188994"	"2015-04-01 15:27:37.188994"
1255	"Fashion Story™"	"United States"	" Universal"	" Games"	" Mar 26, 2015"	" 20.2 MB"	" TeamLava, LLC"	"Rated 4+"	" Requires iOS 5.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.teamlava.fashionstory"	"4.2"	"1,532"	"4.0"	"76,159"	"(921)"	"(299)"	"(134)"	"(78)"	"(100)"	"(44,069)"	"(11,578)"	"(7,226)"	"(4,546)"	"(8,740)"	765	"2015-04-01 15:27:46.389114"	"2015-04-01 15:27:46.389114"
1256	"iDownloader Pro - Music Downloader and Download Manager"	"United States"	" Universal"	" Utilities"	" Mar 31, 2015"	" 12.5 MB"	" Luck Tikaka"	"Rated 4+"	" Requires iOS 7.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5, iPhone 6, and iPhone 6 Plus."	" com.jose.easytooltodownloadmusic"	"4.7"	"10,707"	"4.7"	"13,646"	"(8,548)"	"(1,558)"	"(401)"	"(83)"	"(117)"	"(11,015)"	"(1,944)"	"(460)"	"(94)"	"(133)"	768	"2015-04-01 15:27:52.966564"	"2015-04-01 15:27:52.966564"
1257	"War of Legions"	"United States"	" Universal"	" Games"	" Mar 26, 2015"	" 32.1 MB"	" Ateam Inc."	"Rated 9+"	" Requires iOS 5.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" jp.co.a-tm.wol.en"	"4.4"	"513"	"4.3"	"1,450"	"(309)"	"(140)"	"(48)"	"(7)"	"(9)"	"(942)"	"(291)"	"(87)"	"(35)"	"(95)"	771	"2015-04-01 15:27:59.586537"	"2015-04-01 15:27:59.586537"
1258	"Campus Life™: Fashion Girl"	"United States"	" Universal"	" Games"	" Mar 26, 2015"	" 61.9 MB"	" Pocket Gems, Inc."	"Rated 12+"	" Requires iOS 5.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.pocketgems.campuslife"	"4.1"	"718"	"4.4"	"165,739"	"(428)"	"(111)"	"(74)"	"(47)"	"(58)"	"(117,824)"	"(22,273)"	"(12,386)"	"(5,671)"	"(7,585)"	774	"2015-04-01 15:28:06.374319"	"2015-04-01 15:28:06.374319"
1259	"Slots Vacation - Free Slot Machines"	"United States"	" Universal"	" Games"	" Mar 26, 2015"	" 65.5 MB"	" Scopely - Top Free Apps and Games LLC"	"Rated 12+"	" Requires iOS 6.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.scopely.slotsvacation"	"4.7"	"70"	"4.7"	"5,997"	"(61)"	"(4)"	"(0)"	"(1)"	"(4)"	"(4,938)"	"(528)"	"(220)"	"(120)"	"(191)"	777	"2015-04-01 15:28:12.877007"	"2015-04-01 15:28:12.877007"
1260	"Stormfall: Rise of Balur"	"United States"	" Universal"	" Games"	" Mar 30, 2015"	" 84.4 MB"	" Plarium Global Ltd"	"Rated 9+"	" Requires iOS 7.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5, iPhone 6, and iPhone 6 Plus."	" com.plarium.stormfallrob"	"4.4"	"19"	"4.4"	"1,388"	"(14)"	"(3)"	"(0)"	"(0)"	"(2)"	"(973)"	"(209)"	"(53)"	"(34)"	"(119)"	780	"2015-04-01 15:28:20.832079"	"2015-04-01 15:28:20.832079"
1261	"فزعة"	"United States"	" Universal"	" Games"	" Mar 26, 2015"	" 45.1 MB"	" Lumba, Inc."	"Rated 9+"	" Requires iOS 4.3 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" ba.lum.tribalrivals.arabic"	"4.4"	"52"	"4.7"	"3,772"	"(39)"	"(5)"	"(3)"	"(2)"	"(3)"	"(3,172)"	"(256)"	"(141)"	"(70)"	"(133)"	783	"2015-04-01 15:28:27.638474"	"2015-04-01 15:28:27.638474"
1262	"Angry Birds Friends"	"United States"	" Universal"	" Games"	" Mar 26, 2015"	" 39.8 MB"	" Rovio Entertainment Ltd"	"Rated 4+"	" Requires iOS 6.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5 and iPhone 6."	" com.rovio.angrybirdsfriends"	"4.5"	"435"	"4.0"	"10,703"	"(314)"	"(65)"	"(19)"	"(20)"	"(17)"	"(6,446)"	"(1,444)"	"(740)"	"(618)"	"(1,455)"	786	"2015-04-01 15:28:35.717304"	"2015-04-01 15:28:35.717304"
1263	"ForeFlight Mobile"	"United States"	" Universal"	" Weather"	" Mar 26, 2015"	" 72.1 MB"	" ForeFlight, LLC"	"Rated 4+"	" Requires iOS 7.1 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5, iPhone 6, and iPhone 6 Plus."	" com.foreflight.ForeFlightMobile"	"4.4"	"29"	"3.7"	"7,207"	"(22)"	"(2)"	"(1)"	"(2)"	"(2)"	"(3,490)"	"(1,100)"	"(735)"	"(568)"	"(1,314)"	789	"2015-04-01 15:28:43.127711"	"2015-04-01 15:28:43.127711"
1264	"MovieStarPlanet"	"United States"	" Universal"	" Games"	" Mar 31, 2015"	" 66.3 MB"	" MovieStarPlanet Aps."	"Rated 4+"	" Requires iOS 5.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5, iPhone 6, and iPhone 6 Plus."	" MSPMobile"	"3.7"	"250"	"3.7"	"9,986"	"(122)"	"(32)"	"(35)"	"(19)"	"(42)"	"(4,848)"	"(1,543)"	"(1,320)"	"(746)"	"(1,529)"	792	"2015-04-01 15:28:50.182252"	"2015-04-01 15:28:50.182252"
1265	"Angry Birds Epic"	"United States"	" Universal"	" Games"	" Mar 26, 2015"	" 94.7 MB"	" Rovio Entertainment Ltd"	"Rated 4+"	" Requires iOS 6.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.rovio.gold"	"4.6"	"900"	"4.6"	"49,636"	"(707)"	"(94)"	"(40)"	"(22)"	"(37)"	"(39,078)"	"(5,639)"	"(1,980)"	"(1,017)"	"(1,922)"	795	"2015-04-01 15:28:56.884628"	"2015-04-01 15:28:56.884628"
1266	"Epocrates"	"United States"	" Universal"	" Medical"	" Mar 31, 2015"	" 48.1 MB"	" Epocrates"	"Rated 4+"	" Requires iOS 7.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.Epocrates.Rx"	""	""	"3.2"	"46,964"	""	""	""	""	""	"(16,239)"	"(6,664)"	"(6,539)"	"(4,712)"	"(12,810)"	798	"2015-04-01 15:29:03.614959"	"2015-04-01 15:29:03.614959"
1267	"4 Pics 1 Word"	"United States"	" Universal"	" Games"	" Mar 28, 2015"	" 70.1 MB"	" LOTUM GmbH"	"Rated 12+"	" Requires iOS 6.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" de.lotum.4pics1worden"	"3.3"	"91"	"4.4"	"71,508"	"(28)"	"(17)"	"(17)"	"(14)"	"(15)"	"(46,065)"	"(16,881)"	"(4,294)"	"(1,683)"	"(2,585)"	801	"2015-04-01 15:29:10.484043"	"2015-04-01 15:29:10.484043"
1268	"Angry Birds"	"United States"	" iPhone, iPod touch"	" Games"	" Mar 26, 2015"	" 46.6 MB"	" Rovio Entertainment Ltd"	"Rated 4+"	" Requires iOS 5.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.clickgamer.AngryBirds"	"3.8"	"959"	"4.6"	"820,938"	"(480)"	"(156)"	"(108)"	"(95)"	"(120)"	"(635,935)"	"(97,623)"	"(40,945)"	"(19,614)"	"(26,821)"	804	"2015-04-01 15:29:17.441380"	"2015-04-01 15:29:17.441380"
1269	"FANTASICA -TCG card game-"	"United States"	" Universal"	" Games"	" Mar 26, 2015"	" 31.9 MB"	" Mobage, Inc."	"Rated 4+"	" Requires iOS 4.3 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.mobage.ww.a794.fantatestios"	"3.2"	"19"	"4.5"	"14,577"	"(7)"	"(3)"	"(1)"	"(2)"	"(6)"	"(9,829)"	"(3,393)"	"(800)"	"(169)"	"(386)"	807	"2015-04-01 15:29:24.183155"	"2015-04-01 15:29:24.183155"
1270	"Kingdom Age"	"United States"	" Universal"	" Games"	" Mar 26, 2015"	" 63.3 MB"	" Funzio, Inc"	"Rated 12+"	" Requires iOS 5.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.funzio.kingdomage"	"3.7"	"122"	"4.2"	"17,415"	"(54)"	"(22)"	"(20)"	"(4)"	"(22)"	"(10,325)"	"(3,182)"	"(1,680)"	"(784)"	"(1,444)"	810	"2015-04-01 15:29:31.101327"	"2015-04-01 15:29:31.101327"
1271	"Fairway Solitaire Blast"	"United States"	" Universal"	" Games"	" Apr 01, 2015"	" 56.9 MB"	" Big Fish Games, Inc"	"Rated 4+"	" Requires iOS 6.0 or later. Compatible with iPhone 4, iPhone 4S, iPhone 5, iPhone 5c, iPhone 5s, iPhone 6, iPhone 6 Plus, iPad, and iPod touch. This app is optimized for iPhone 5, iPhone 6, and iPhone 6 Plus."	" com.bigfishgames.fairwayrevengeappluniversalf2p"	"4.7"	"3,710"	"4.6"	"33,872"	"(2,779)"	"(775)"	"(121)"	"(18)"	"(17)"	"(23,567)"	"(7,574)"	"(1,790)"	"(475)"	"(466)"	813	"2015-04-01 15:29:37.946925"	"2015-04-01 15:29:37.946925"
1272	"VSCO Cam®"	"United States"	" Universal"	" Photo and Video"	" Mar 26, 2015"	" 86.9 MB"	" Visual Supply Company"	"Rated 12+"	" Requires iOS 8.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5, iPhone 6, and iPhone 6 Plus."	" co.visualsupply.cam"	"4.1"	"94"	"3.9"	"5,030"	"(64)"	"(8)"	"(5)"	"(6)"	"(11)"	"(2,828)"	"(636)"	"(441)"	"(411)"	"(714)"	816	"2015-04-01 15:29:44.649410"	"2015-04-01 15:29:44.649410"
1273	"Cupcake Mania™"	"United States"	" Universal"	" Games"	" Mar 26, 2015"	" 55.6 MB"	" TeamLava, LLC"	"Rated 4+"	" Requires iOS 5.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.teamlava.matchbakery"	"4.6"	"5,390"	"4.5"	"11,735"	"(3,808)"	"(1,074)"	"(339)"	"(92)"	"(77)"	"(8,034)"	"(2,480)"	"(810)"	"(211)"	"(200)"	819	"2015-04-01 15:29:51.285448"	"2015-04-01 15:29:51.285448"
1274	"NFL Showdown: Football Manager"	"United States"	" Universal"	" Games"	" Mar 26, 2015"	" 70.3 MB"	" Zynga Inc."	"Rated 4+"	" Requires iOS 6.0 or later. Compatible with iPhone 4, iPhone 4S, iPhone 5, iPhone 5c, iPhone 5s, iPhone 6, iPhone 6 Plus, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.zynga.nflshowdown"	"4.0"	"113"	"4.2"	"1,773"	"(66)"	"(19)"	"(8)"	"(6)"	"(14)"	"(1,146)"	"(254)"	"(116)"	"(61)"	"(196)"	822	"2015-04-01 15:29:57.992850"	"2015-04-01 15:29:57.992850"
1275	"Whitepages"	"United States"	" Universal"	" Reference"	" Mar 26, 2015"	" 7.4 MB"	" WhitePages.com"	"Rated 4+"	" Requires iOS 7.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.whitepages.mobile"	"4.4"	"74"	"3.9"	"61,427"	"(49)"	"(18)"	"(1)"	"(2)"	"(4)"	"(32,071)"	"(9,651)"	"(6,911)"	"(4,462)"	"(8,332)"	825	"2015-04-01 15:30:05.143396"	"2015-04-01 15:30:05.143396"
1276	"Hotspot Shield VPN for iPhone | Unblock Sites, WiFi Security & Privacy"	"United States"	" Universal"	" Productivity"	" Mar 21, 2015"	" 6.1 MB"	" AnchorFree Inc."	"Rated 4+"	" Requires iOS 8.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5, iPhone 6, and iPhone 6 Plus."	" com.anchorfree.hss"	"4.6"	"28"	"4.0"	"8,493"	"(23)"	"(2)"	"(1)"	"(0)"	"(2)"	"(5,476)"	"(683)"	"(453)"	"(394)"	"(1,487)"	828	"2015-04-01 15:30:12.007052"	"2015-04-01 15:30:12.007052"
1277	"LinkedIn"	"United States"	" Universal"	" Social Networking"	" Mar 27, 2015"	" 66.0 MB"	" LinkedIn Corporation"	"Rated 4+"	" Requires iOS 7.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5, iPhone 6, and iPhone 6 Plus."	" com.linkedin.LinkedIn"	"4.1"	"608"	"3.4"	"57,266"	"(356)"	"(117)"	"(45)"	"(32)"	"(58)"	"(20,443)"	"(11,221)"	"(7,678)"	"(6,278)"	"(11,646)"	831	"2015-04-01 15:30:18.896357"	"2015-04-01 15:30:18.896357"
