"id"	"apptype"	"rank"	"name"	"link"	"created_at"	"updated_at"
1	"free"	1	"Facebook Messenger"	"https://www.appannie.com/apps/ios/app/facebook-messenger/"	"2015-04-01 12:38:40.045546"	"2015-04-01 12:38:56.072504"
2	"paid"	1	"Minecraft – Pocket Edition"	"https://www.appannie.com/apps/ios/app/minecraft-pocket-edition/"	"2015-04-01 12:38:40.067495"	"2015-04-01 12:38:56.080470"
3	"grossing"	1	"Clash of Clans"	"https://www.appannie.com/apps/ios/app/clash-of-clans/"	"2015-04-01 12:38:40.075359"	"2015-04-01 12:38:56.087599"
4	"free"	2	"Facebook"	"https://www.appannie.com/apps/ios/app/facebook/"	"2015-04-01 12:38:40.086391"	"2015-04-01 12:38:56.095047"
5	"paid"	2	"Enlight"	"https://www.appannie.com/apps/ios/app/enlight/"	"2015-04-01 12:38:40.094356"	"2015-04-01 12:38:56.104762"
6	"grossing"	2	"Game of War - Fire Age"	"https://www.appannie.com/apps/ios/app/game-of-war-fire-age/"	"2015-04-01 12:38:40.103384"	"2015-04-01 12:38:56.111530"
7	"free"	3	"Instagram"	"https://www.appannie.com/apps/ios/app/instagram/"	"2015-04-01 12:38:40.111660"	"2015-04-01 12:38:56.119965"
8	"paid"	3	"Five Nights at Freddy's 3"	"https://www.appannie.com/apps/ios/app/five-nights-at-freddys-3/"	"2015-04-01 12:38:40.122913"	"2015-04-01 12:38:56.126988"
9	"grossing"	3	"Candy Crush Saga"	"https://www.appannie.com/apps/ios/app/candy-crush-saga/"	"2015-04-01 12:38:40.133653"	"2015-04-01 12:38:56.134827"
10	"free"	4	"YouTube"	"https://www.appannie.com/apps/ios/app/youtube/"	"2015-04-01 12:38:40.141446"	"2015-04-01 12:38:56.142210"
11	"paid"	4	"Heads Up!"	"https://www.appannie.com/apps/ios/app/heads-up/"	"2015-04-01 12:38:40.149561"	"2015-04-01 12:38:56.151300"
12	"grossing"	4	"Candy Crush Soda Saga"	"https://www.appannie.com/apps/ios/app/candy-crush-soda-saga/"	"2015-04-01 12:38:40.159251"	"2015-04-01 12:38:56.158360"
13	"free"	5	"Snapchat"	"https://www.appannie.com/apps/ios/app/snapchat/"	"2015-04-01 12:38:40.168961"	"2015-04-01 12:38:56.167173"
14	"paid"	5	"Trivia Crack (Ad Free)"	"https://www.appannie.com/apps/ios/app/trivia-crack-ad-free/"	"2015-04-01 12:38:40.177406"	"2015-04-01 12:38:56.174872"
15	"grossing"	5	"Boom Beach"	"https://www.appannie.com/apps/ios/app/boom-beach/"	"2015-04-01 12:38:40.186115"	"2015-04-01 12:38:56.182515"
16	"free"	6	"Pandora Radio"	"https://www.appannie.com/apps/ios/app/pandora-radio/"	"2015-04-01 12:38:40.196227"	"2015-04-01 12:38:56.192059"
17	"paid"	6	"Afterlight"	"https://www.appannie.com/apps/ios/app/573116090/"	"2015-04-01 12:38:40.204949"	"2015-04-01 12:38:56.202904"
18	"grossing"	6	"Big Fish Casino – Free Slots, Vegas Slots  Slot Tournaments! Plus Poker, Cards, 21 and more!"	"https://www.appannie.com/apps/ios/app/big-fish-casino-free-slots-vegas-slots-slot-tournaments-plus-poker-cards-21-and-more/"	"2015-04-01 12:38:40.216071"	"2015-04-01 12:38:56.212499"
19	"free"	7	"Fast  Furious: Legacy"	"https://www.appannie.com/apps/ios/app/fast-furious-legacy/"	"2015-04-01 12:38:40.228680"	"2015-04-01 12:38:56.220420"
20	"paid"	7	"NBA JAM by EA SPORTS™"	"https://www.appannie.com/apps/ios/app/nba-jam-by-ea-sports/"	"2015-04-01 12:38:40.237706"	"2015-04-01 12:38:56.229912"
21	"grossing"	7	"DoubleDown Casino - Free Slots, Video Poker, Blackjack, and More"	"https://www.appannie.com/apps/ios/app/doubledown-casino-free-slots-video-poker-blackjack-and-more/"	"2015-04-01 12:38:40.245639"	"2015-04-01 12:38:56.240551"
22	"free"	8	"Google Maps"	"https://www.appannie.com/apps/ios/app/google-maps/"	"2015-04-01 12:38:40.256770"	"2015-04-01 12:38:56.250334"
23	"paid"	8	"Five Nights at Freddy's"	"https://www.appannie.com/apps/ios/app/five-nights-at-freddys/"	"2015-04-01 12:38:40.266475"	"2015-04-01 12:38:56.259200"
24	"grossing"	8	"Hay Day"	"https://www.appannie.com/apps/ios/app/hay-day/"	"2015-04-01 12:38:40.275497"	"2015-04-01 12:38:56.267828"
25	"free"	9	"iMovie"	"https://www.appannie.com/apps/ios/app/imovie/"	"2015-04-01 12:38:40.284232"	"2015-04-01 12:38:56.276489"
26	"paid"	9	"Geometry Dash"	"https://www.appannie.com/apps/ios/app/geometry-dash/"	"2015-04-01 12:38:40.292929"	"2015-04-01 12:38:56.285031"
27	"grossing"	9	"Slotomania – Free video slots games! Spin  win coins with the Vegas casino experience"	"https://www.appannie.com/apps/ios/app/slotomania-free-video-slots-games-spin-win-coins-with-the-vegas-casino-experience/"	"2015-04-01 12:38:40.302796"	"2015-04-01 12:38:56.292965"
28	"free"	10	"Pages"	"https://www.appannie.com/apps/ios/app/pages/"	"2015-04-01 12:38:40.322144"	"2015-04-01 12:38:56.301753"
29	"paid"	10	"Facetune"	"https://www.appannie.com/apps/ios/app/facetune/"	"2015-04-01 12:38:40.329863"	"2015-04-01 12:38:56.312115"
30	"grossing"	10	"Spotify Music"	"https://www.appannie.com/apps/ios/app/spotify-music/"	"2015-04-01 12:38:40.337495"	"2015-04-01 12:38:56.319472"
31	"free"	11	"Numbers"	"https://www.appannie.com/apps/ios/app/numbers/"	"2015-04-01 12:38:40.344743"	"2015-04-01 12:38:56.326933"
32	"paid"	11	"Color Splash"	"https://www.appannie.com/apps/ios/app/color-splash/"	"2015-04-01 12:38:40.351861"	"2015-04-01 12:38:56.334761"
33	"grossing"	11	"Farm Heroes Saga"	"https://www.appannie.com/apps/ios/app/608206510/"	"2015-04-01 12:38:40.359893"	"2015-04-01 12:38:56.343314"
34	"free"	12	"iTunes U"	"https://www.appannie.com/apps/ios/app/itunes-u/"	"2015-04-01 12:38:40.370336"	"2015-04-01 12:38:56.353189"
35	"paid"	12	"NBA 2K15"	"https://www.appannie.com/apps/ios/app/nba-2k15/"	"2015-04-01 12:38:40.380687"	"2015-04-01 12:38:56.362706"
36	"grossing"	12	"Kim Kardashian: Hollywood"	"https://www.appannie.com/apps/ios/app/kim-kardashian-hollywood/"	"2015-04-01 12:38:40.390153"	"2015-04-01 12:38:56.372577"
37	"free"	13	"Keynote"	"https://www.appannie.com/apps/ios/app/keynote/"	"2015-04-01 12:38:40.398845"	"2015-04-01 12:38:56.381064"
38	"paid"	13	"Five Nights at Freddy's 2"	"https://www.appannie.com/apps/ios/app/five-nights-at-freddys-2/"	"2015-04-01 12:38:40.408933"	"2015-04-01 12:38:56.389231"
39	"grossing"	13	"Summoners War"	"https://www.appannie.com/apps/ios/app/summoners-war/"	"2015-04-01 12:38:40.421059"	"2015-04-01 12:38:56.401343"
40	"free"	14	"GarageBand"	"https://www.appannie.com/apps/ios/app/408709785/"	"2015-04-01 12:38:40.429548"	"2015-04-01 12:38:56.409572"
41	"paid"	14	"Cut the Rope"	"https://www.appannie.com/apps/ios/app/cut-the-rope/"	"2015-04-01 12:38:40.438100"	"2015-04-01 12:38:56.419513"
42	"grossing"	14	"MARVEL Contest of Champions"	"https://www.appannie.com/apps/ios/app/896112560/"	"2015-04-01 12:38:40.447446"	"2015-04-01 12:38:56.428650"
43	"free"	15	"WhatsApp Messenger"	"https://www.appannie.com/apps/ios/app/whatsapp-messenger/"	"2015-04-01 12:38:40.457460"	"2015-04-01 12:38:56.436536"
44	"paid"	15	"Swype"	"https://www.appannie.com/apps/ios/app/916365675/"	"2015-04-01 12:38:40.470501"	"2015-04-01 12:38:56.444415"
45	"grossing"	15	"myVEGAS Slots - Free Las Vegas Casino"	"https://www.appannie.com/apps/ios/app/myvegas-slots-free-las-vegas-casino/"	"2015-04-01 12:38:40.480667"	"2015-04-01 12:38:56.455882"
46	"free"	16	"Spotify Music"	"https://www.appannie.com/apps/ios/app/spotify-music/"	"2015-04-01 12:38:40.490661"	"2015-04-01 12:38:56.464776"
47	"paid"	16	"THE GAME OF LIFE Classic Edition"	"https://www.appannie.com/apps/ios/app/the-game-of-life-classic-edition/"	"2015-04-01 12:38:40.501060"	"2015-04-01 12:38:56.472385"
48	"grossing"	16	"Match™ - Dating App to Flirt, Chat and Meet Local Single Men and Women"	"https://www.appannie.com/apps/ios/app/matchtm-dating-app-to-flirt-chat-and-meet-local-single-men-and-women/"	"2015-04-01 12:38:40.511066"	"2015-04-01 12:38:56.480569"
49	"free"	17	"Dubsmash"	"https://www.appannie.com/apps/ios/app/dubsmash/"	"2015-04-01 12:38:40.523254"	"2015-04-01 12:38:56.489287"
50	"paid"	17	"Plague Inc."	"https://www.appannie.com/apps/ios/app/plague-inc/"	"2015-04-01 12:38:40.533052"	"2015-04-01 12:38:56.500147"
51	"grossing"	17	"Pandora Radio"	"https://www.appannie.com/apps/ios/app/pandora-radio/"	"2015-04-01 12:38:40.543032"	"2015-04-01 12:38:56.509941"
52	"free"	18	"Pinterest"	"https://www.appannie.com/apps/ios/app/pinterest/"	"2015-04-01 12:38:40.553021"	"2015-04-01 12:38:56.519689"
53	"paid"	18	"Sleep Cycle alarm clock"	"https://www.appannie.com/apps/ios/app/sleep-cycle-alarm-clock/"	"2015-04-01 12:38:40.561469"	"2015-04-01 12:38:56.527868"
54	"grossing"	18	"Madden NFL Mobile"	"https://www.appannie.com/apps/ios/app/madden-nfl-mobile/"	"2015-04-01 12:38:40.573468"	"2015-04-01 12:38:56.538148"
55	"free"	19	"Twitter"	"https://www.appannie.com/apps/ios/app/333903271/"	"2015-04-01 12:38:40.582561"	"2015-04-01 12:38:56.548324"
56	"paid"	19	"Scholly: Scholarship Search"	"https://www.appannie.com/apps/ios/app/scholly-scholarship-search/"	"2015-04-01 12:38:40.591559"	"2015-04-01 12:38:56.557342"
57	"grossing"	19	"Cookie Jam"	"https://www.appannie.com/apps/ios/app/cookie-jam/"	"2015-04-01 12:38:40.600745"	"2015-04-01 12:38:56.565686"
58	"free"	20	"Trivia Crack"	"https://www.appannie.com/apps/ios/app/trivia-crack/"	"2015-04-01 12:38:40.609051"	"2015-04-01 12:38:56.573321"
59	"paid"	20	"Bloons TD 5"	"https://www.appannie.com/apps/ios/app/bloons-td-5/"	"2015-04-01 12:38:40.620060"	"2015-04-01 12:38:56.581939"
60	"grossing"	20	"Puzzle  Dragons (English)"	"https://www.appannie.com/apps/ios/app/puzzle-dragons-english/"	"2015-04-01 12:38:40.631155"	"2015-04-01 12:38:56.591845"
61	"free"	21	"Gmail - email from Google"	"https://www.appannie.com/apps/ios/app/gmail-email-from-google/"	"2015-04-01 12:38:40.639925"	"2015-04-01 12:38:56.602329"
62	"paid"	21	"Videoshop - Video Editor"	"https://www.appannie.com/apps/ios/app/videoshop-video-editor/"	"2015-04-01 12:38:40.652070"	"2015-04-01 12:38:56.611319"
63	"grossing"	21	"GSN Casino - Slots, Bingo, Video Poker, Cards and more!"	"https://www.appannie.com/apps/ios/app/gsn-casino-slots-bingo-video-poker-cards-and-more/"	"2015-04-01 12:38:40.661269"	"2015-04-01 12:38:56.619679"
64	"free"	22	"Kik"	"https://www.appannie.com/apps/ios/app/357218860/"	"2015-04-01 12:38:40.671878"	"2015-04-01 12:38:56.628947"
65	"paid"	22	"7 Minute Workout Challenge"	"https://www.appannie.com/apps/ios/app/7-minute-workout-challenge/"	"2015-04-01 12:38:40.680734"	"2015-04-01 12:38:56.638490"
66	"grossing"	22	"Bubble Witch 2 Saga"	"https://www.appannie.com/apps/ios/app/bubble-witch-2-saga/"	"2015-04-01 12:38:40.692242"	"2015-04-01 12:38:56.648667"
67	"free"	23	"TIDAL"	"https://www.appannie.com/apps/ios/app/913943275/"	"2015-04-01 12:38:40.702064"	"2015-04-01 12:38:56.658074"
68	"paid"	23	"HotSchedules"	"https://www.appannie.com/apps/ios/app/hotschedules/"	"2015-04-01 12:38:40.711692"	"2015-04-01 12:38:56.667332"
69	"grossing"	23	"8 Ball Pool™"	"https://www.appannie.com/apps/ios/app/8-ball-pooltm/"	"2015-04-01 12:38:40.723474"	"2015-04-01 12:38:56.678518"
70	"free"	24	"Netflix"	"https://www.appannie.com/apps/ios/app/netflix/"	"2015-04-01 12:38:40.736012"	"2015-04-01 12:38:56.688970"
71	"paid"	24	"TurboScan: quickly scan multipage documents into high-quality PDFs"	"https://www.appannie.com/apps/ios/app/turboscan-quickly-scan-multipage-documents-into-high-quality-pdfs/"	"2015-04-01 12:38:40.745351"	"2015-04-01 12:38:56.699141"
72	"grossing"	24	"Zoosk - #1 Dating App"	"https://www.appannie.com/apps/ios/app/zoosk-1-dating-app/"	"2015-04-01 12:38:40.755893"	"2015-04-01 12:38:56.709301"
73	"free"	25	"Google"	"https://www.appannie.com/apps/ios/app/284815942/"	"2015-04-01 12:38:40.766834"	"2015-04-01 12:38:56.717309"
74	"paid"	25	"My Baby's Beat - Hear baby heartbeat sound"	"https://www.appannie.com/apps/ios/app/my-babys-beat-hear-baby-heartbeat-sound/"	"2015-04-01 12:38:40.776269"	"2015-04-01 12:38:56.727282"
75	"grossing"	25	"Jackpot Party Casino - Slots"	"https://www.appannie.com/apps/ios/app/jackpot-party-casino-slots/"	"2015-04-01 12:38:40.790644"	"2015-04-01 12:38:56.737113"
76	"free"	26	"Mr Jump"	"https://www.appannie.com/apps/ios/app/955157084/"	"2015-04-01 12:38:40.799981"	"2015-04-01 12:38:56.747987"
77	"paid"	26	"Filters for iPhone"	"https://www.appannie.com/apps/ios/app/filters-for-iphone/"	"2015-04-01 12:38:40.808417"	"2015-04-01 12:38:56.756678"
78	"grossing"	26	"Heroes Charge"	"https://www.appannie.com/apps/ios/app/heroes-charge/"	"2015-04-01 12:38:40.818708"	"2015-04-01 12:38:56.764693"
79	"free"	27	"Find My iPhone"	"https://www.appannie.com/apps/ios/app/find-my-iphone/"	"2015-04-01 12:38:40.828757"	"2015-04-01 12:38:56.772471"
80	"paid"	27	"Emoji ;)"	"https://www.appannie.com/apps/ios/app/506462353/"	"2015-04-01 12:38:40.839660"	"2015-04-01 12:38:56.782312"
81	"grossing"	27	"Pet Rescue Saga"	"https://www.appannie.com/apps/ios/app/pet-rescue-saga/"	"2015-04-01 12:38:40.848317"	"2015-04-01 12:38:56.791542"
82	"free"	28	"Flinch"	"https://www.appannie.com/apps/ios/app/flinch/"	"2015-04-01 12:38:40.858115"	"2015-04-01 12:38:56.802506"
83	"paid"	28	"Terraria"	"https://www.appannie.com/apps/ios/app/640364616/"	"2015-04-01 12:38:40.869115"	"2015-04-01 12:38:56.811926"
84	"grossing"	28	"Trivia Crack (Ad Free)"	"https://www.appannie.com/apps/ios/app/trivia-crack-ad-free/"	"2015-04-01 12:38:40.878012"	"2015-04-01 12:38:56.821311"
85	"free"	29	"Skype for iPhone"	"https://www.appannie.com/apps/ios/app/skype-for-iphone/"	"2015-04-01 12:38:40.887616"	"2015-04-01 12:38:56.829028"
86	"paid"	29	"Ultimate Guitar Tabs - largest catalog of songs with guitar and ukulele chords, tabs, lyrics and guitar lessons"	"https://www.appannie.com/apps/ios/app/ultimate-guitar-tabs-largest-catalog-of-songs-with-guitar-and-ukulele-chords-tabs-lyrics-and-guitar-lessons/"	"2015-04-01 12:38:40.897195"	"2015-04-01 12:38:56.839389"
87	"grossing"	29	"Minecraft – Pocket Edition"	"https://www.appannie.com/apps/ios/app/minecraft-pocket-edition/"	"2015-04-01 12:38:40.904871"	"2015-04-01 12:38:56.849004"
88	"free"	30	"Candy Crush Soda Saga"	"https://www.appannie.com/apps/ios/app/candy-crush-soda-saga/"	"2015-04-01 12:38:40.915921"	"2015-04-01 12:38:56.858779"
89	"paid"	30	"TETRIS®"	"https://www.appannie.com/apps/ios/app/479943969/"	"2015-04-01 12:38:40.924607"	"2015-04-01 12:38:56.867717"
90	"grossing"	30	"SimCity BuildIt"	"https://www.appannie.com/apps/ios/app/simcity-buildit/"	"2015-04-01 12:38:40.933111"	"2015-04-01 12:38:56.875876"
91	"free"	31	"Free Music PLUS - MP3 Music Player"	"https://www.appannie.com/apps/ios/app/free-music-plus-mp3-music-player/"	"2015-04-01 12:38:40.942179"	"2015-04-01 12:38:56.884946"
92	"paid"	31	"Emoji Keypad - New Emojis and Color Keyboard for iOS 8"	"https://www.appannie.com/apps/ios/app/emoji-keypad-new-emojis-and-color-keyboard-for-ios-8/"	"2015-04-01 12:38:40.951044"	"2015-04-01 12:38:56.893766"
93	"grossing"	31	"Family Guy: The Quest for Stuff"	"https://www.appannie.com/apps/ios/app/838500730/"	"2015-04-01 12:38:40.960707"	"2015-04-01 12:38:56.904539"
94	"free"	32	"Curio Quest"	"https://www.appannie.com/apps/ios/app/curio-quest/"	"2015-04-01 12:38:40.971212"	"2015-04-01 12:38:56.913274"
95	"paid"	32	"Akinator the Genie"	"https://www.appannie.com/apps/ios/app/akinator-the-genie/"	"2015-04-01 12:38:40.979795"	"2015-04-01 12:38:56.923028"
96	"grossing"	32	"Gummy Drop! Best Free Candy Match 3 Puzzle Game!"	"https://www.appannie.com/apps/ios/app/gummy-drop-best-free-candy-match-3-puzzle-game/"	"2015-04-01 12:38:40.988307"	"2015-04-01 12:38:56.931011"
97	"free"	33	"SoundCloud - Music  Audio"	"https://www.appannie.com/apps/ios/app/soundcloud-music-audio/"	"2015-04-01 12:38:40.996762"	"2015-04-01 12:38:56.939310"
98	"paid"	33	"Doodle Jump"	"https://www.appannie.com/apps/ios/app/doodle-jump/"	"2015-04-01 12:38:41.005191"	"2015-04-01 12:38:56.948682"
99	"grossing"	33	"Skype for iPhone"	"https://www.appannie.com/apps/ios/app/skype-for-iphone/"	"2015-04-01 12:38:41.016186"	"2015-04-01 12:38:56.957329"
100	"free"	34	"Yahoo Mail - Free Email, News, Weather and more"	"https://www.appannie.com/apps/ios/app/yahoo-mail-free-email-news-weather-and-more/"	"2015-04-01 12:38:41.025117"	"2015-04-01 12:38:56.965938"
101	"paid"	34	"MONOPOLY Game"	"https://www.appannie.com/apps/ios/app/337021781/"	"2015-04-01 12:38:41.033430"	"2015-04-01 12:38:56.975104"
102	"grossing"	34	"Hit it Rich! Free Casino Slots"	"https://www.appannie.com/apps/ios/app/hit-it-rich-free-casino-slots/"	"2015-04-01 12:38:41.042882"	"2015-04-01 12:38:56.982927"
103	"free"	35	"Crossy Road - Endless Arcade Hopper"	"https://www.appannie.com/apps/ios/app/crossy-road-endless-arcade-hopper/"	"2015-04-01 12:38:41.051780"	"2015-04-01 12:38:56.993281"
104	"paid"	35	"Angry Birds"	"https://www.appannie.com/apps/ios/app/angry-birds/"	"2015-04-01 12:38:41.060230"	"2015-04-01 12:38:57.004644"
105	"grossing"	35	"The Sims™ FreePlay"	"https://www.appannie.com/apps/ios/app/the-simstm-freeplay/"	"2015-04-01 12:38:41.070110"	"2015-04-01 12:38:57.013290"
106	"free"	36	"Comedy Central"	"https://www.appannie.com/apps/ios/app/comedy-central/"	"2015-04-01 12:38:41.079509"	"2015-04-01 12:38:57.021221"
107	"paid"	36	"5K Runner: 0 to 5K run training, Couch to 5K running, Pro"	"https://www.appannie.com/apps/ios/app/5k-runner-0-to-5k-run-training-couch-to-5k-running-pro/"	"2015-04-01 12:38:41.088415"	"2015-04-01 12:38:57.028888"
108	"grossing"	36	"The Hobbit: Kingdoms of Middle-earth"	"https://www.appannie.com/apps/ios/app/the-hobbit-kingdoms-of-middle-earth/"	"2015-04-01 12:38:41.099173"	"2015-04-01 12:38:57.037829"
109	"free"	37	"Amazon App: shop, browse, scan, compare, and read reviews"	"https://www.appannie.com/apps/ios/app/amazon-app-shop-browse-scan-compare-and-read-reviews/"	"2015-04-01 12:38:41.109880"	"2015-04-01 12:38:57.048444"
110	"paid"	37	"Pimp Your Screen - Custom Themes, Backgrounds and Wallpapers for iPhone, iPod touch and iPad"	"https://www.appannie.com/apps/ios/app/pimp-your-screen-custom-themes-backgrounds-and-wallpapers-for-iphone-ipod-touch-and-ipad/"	"2015-04-01 12:38:41.121370"	"2015-04-01 12:38:57.058254"
111	"grossing"	37	"FarmVille 2: Country Escape"	"https://www.appannie.com/apps/ios/app/farmville-2-country-escape/"	"2015-04-01 12:38:41.130567"	"2015-04-01 12:38:57.066691"
112	"free"	38	"iHeartRadio: Free Music  Radio, Streaming AM  FM Stations, NPR, Podcasts, Playlists, Live News,  Sports"	"https://www.appannie.com/apps/ios/app/iheartradio-free-music-radio-streaming-am-fm-stations-npr-podcasts-playlists-live-news-sports/"	"2015-04-01 12:38:41.139762"	"2015-04-01 12:38:57.077052"
113	"paid"	38	"Monument Valley"	"https://www.appannie.com/apps/ios/app/monument-valley/"	"2015-04-01 12:38:41.148602"	"2015-04-01 12:38:57.086250"
114	"grossing"	38	"Trivia Crack"	"https://www.appannie.com/apps/ios/app/trivia-crack/"	"2015-04-01 12:38:41.157283"	"2015-04-01 12:38:57.094533"
115	"free"	39	"Dictator: Outbreak"	"https://www.appannie.com/apps/ios/app/dictator-outbreak/"	"2015-04-01 12:38:41.166234"	"2015-04-01 12:38:57.105499"
116	"paid"	39	"Grand Theft Auto: San Andreas"	"https://www.appannie.com/apps/ios/app/763692274/"	"2015-04-01 12:38:41.175809"	"2015-04-01 12:38:57.114622"
117	"grossing"	39	"Slots - House of Fun! Las Vegas Casino Games, Free Slots Machines . Spin  Win Slots Roulette"	"https://www.appannie.com/apps/ios/app/slots-house-of-fun-las-vegas-casino-games-free-slots-machines-spin-win-slots-roulette/"	"2015-04-01 12:38:41.184247"	"2015-04-01 12:38:57.125532"
118	"free"	40	"ZigZag"	"https://www.appannie.com/apps/ios/app/951364656/"	"2015-04-01 12:38:41.192160"	"2015-04-01 12:38:57.133735"
119	"paid"	40	"Couch to 5K® - Running App, Training Coach and GPS Tracker"	"https://www.appannie.com/apps/ios/app/couch-to-5k-running-app-training-coach-and-gps-tracker/"	"2015-04-01 12:38:41.201385"	"2015-04-01 12:38:57.143235"
120	"grossing"	40	"Castle Clash by IGG"	"https://www.appannie.com/apps/ios/app/castle-clash-by-igg/"	"2015-04-01 12:38:41.210119"	"2015-04-01 12:38:57.152821"
121	"free"	41	"Uber"	"https://www.appannie.com/apps/ios/app/368677368/"	"2015-04-01 12:38:41.222917"	"2015-04-01 12:38:57.161924"
122	"paid"	41	"Scribblenauts Remix"	"https://www.appannie.com/apps/ios/app/scribblenauts-remix/"	"2015-04-01 12:38:41.235811"	"2015-04-01 12:38:57.170889"
123	"grossing"	41	"POF - Free Dating App"	"https://www.appannie.com/apps/ios/app/pof-free-dating-app/"	"2015-04-01 12:38:41.245553"	"2015-04-01 12:38:57.178523"
124	"free"	42	"Clash of Clans"	"https://www.appannie.com/apps/ios/app/clash-of-clans/"	"2015-04-01 12:38:41.256277"	"2015-04-01 12:38:57.188586"
125	"paid"	42	"Sky Guide: View Stars Night or Day"	"https://www.appannie.com/apps/ios/app/sky-guide-view-stars-night/"	"2015-04-01 12:38:41.266449"	"2015-04-01 12:38:57.199021"
126	"grossing"	42	"Covet Fashion - The Game for Dresses, Hairstyles and Shopping"	"https://www.appannie.com/apps/ios/app/covet-fashion-the-game-for-dresses-hairstyles-and-shopping/"	"2015-04-01 12:38:41.274519"	"2015-04-01 12:38:57.208264"
127	"free"	43	"Subway Surfers"	"https://www.appannie.com/apps/ios/app/subway-surfers/"	"2015-04-01 12:38:41.284009"	"2015-04-01 12:38:57.216324"
128	"paid"	43	"The Wonder Weeks"	"https://www.appannie.com/apps/ios/app/529815782/"	"2015-04-01 12:38:41.293299"	"2015-04-01 12:38:57.224047"
129	"grossing"	43	"Clash of Kings - Last Empire"	"https://www.appannie.com/apps/ios/app/clash-of-kings-last-empire/"	"2015-04-01 12:38:41.301893"	"2015-04-01 12:38:57.232907"
130	"free"	44	"Periscope"	"https://www.appannie.com/apps/ios/app/972909677/"	"2015-04-01 12:38:41.311393"	"2015-04-01 12:38:57.242319"
131	"paid"	44	"True Skate"	"https://www.appannie.com/apps/ios/app/true-skate/"	"2015-04-01 12:38:41.321730"	"2015-04-01 12:38:57.253605"
132	"grossing"	44	"The Simpsons™: Tapped Out"	"https://www.appannie.com/apps/ios/app/497595276/"	"2015-04-01 12:38:41.331469"	"2015-04-01 12:38:57.262564"
133	"free"	45	"aa"	"https://www.appannie.com/apps/ios/app/905852173/"	"2015-04-01 12:38:41.342150"	"2015-04-01 12:38:57.269846"
134	"paid"	45	"Camera+"	"https://www.appannie.com/apps/ios/app/camera/"	"2015-04-01 12:38:41.350014"	"2015-04-01 12:38:57.278121"
135	"grossing"	45	"TurboTax Tax Preparation - Complete and efile your 2014 income taxes"	"https://www.appannie.com/apps/ios/app/turbotax-tax-preparation-complete/"	"2015-04-01 12:38:41.357636"	"2015-04-01 12:38:57.285237"
136	"free"	46	"Stickman Rush"	"https://www.appannie.com/apps/ios/app/972445725/"	"2015-04-01 12:38:41.365983"	"2015-04-01 12:38:57.292011"
137	"paid"	46	"PAW Patrol Rescue Run"	"https://www.appannie.com/apps/ios/app/paw-patrol-rescue-run/"	"2015-04-01 12:38:41.374224"	"2015-04-01 12:38:57.301044"
138	"grossing"	46	"Wizard of Oz Slots Free Casino"	"https://www.appannie.com/apps/ios/app/wizard-of-oz-slots-free-casino/"	"2015-04-01 12:38:41.381353"	"2015-04-01 12:38:57.306315"
139	"free"	47	"Kick the Buddy: Second Kick Free"	"https://www.appannie.com/apps/ios/app/kick-buddy-second-kick-free/"	"2015-04-01 12:38:41.390154"	"2015-04-01 12:38:57.314073"
140	"paid"	47	"Iron Ball Ride"	"https://www.appannie.com/apps/ios/app/iron-ball-ride/"	"2015-04-01 12:38:41.467816"	"2015-04-01 12:38:57.324390"
141	"grossing"	47	"MLB.com At Bat"	"https://www.appannie.com/apps/ios/app/mlb.com-at-bat/"	"2015-04-01 12:38:41.490000"	"2015-04-01 12:38:57.332847"
142	"free"	48	"Waze Social GPS, Maps  Traffic"	"https://www.appannie.com/apps/ios/app/waze-social-gps-maps-traffic/"	"2015-04-01 12:38:41.503752"	"2015-04-01 12:38:57.340880"
143	"paid"	48	"NOAA Radar Pro – Severe Weather Alerts and Forecast"	"https://www.appannie.com/apps/ios/app/noaa-radar-pro-severe-weather-alerts-and-forecast/"	"2015-04-01 12:38:41.515291"	"2015-04-01 12:38:57.349008"
144	"grossing"	48	"Racing Rivals"	"https://www.appannie.com/apps/ios/app/racing-rivals/"	"2015-04-01 12:38:41.528504"	"2015-04-01 12:38:57.357392"
145	"free"	49	"Free Music Play - MP3 Streamer and Playlist Manager"	"https://www.appannie.com/apps/ios/app/free-music-play-mp3-streamer-and-playlist-manager/"	"2015-04-01 12:38:41.546457"	"2015-04-01 12:38:57.367018"
146	"paid"	49	"Instant Blood Pressure - Monitor Blood Pressure Using Only Your Phone"	"https://www.appannie.com/apps/ios/app/instant-blood-pressure-monitor-blood-pressure-using-only-your-phone/"	"2015-04-01 12:38:41.559518"	"2015-04-01 12:38:57.380073"
147	"grossing"	49	"Frozen Free Fall"	"https://www.appannie.com/apps/ios/app/frozen-free-fall/"	"2015-04-01 12:38:41.571947"	"2015-04-01 12:38:57.391546"
148	"free"	50	"8 Ball Pool™"	"https://www.appannie.com/apps/ios/app/8-ball-pooltm/"	"2015-04-01 12:38:41.585911"	"2015-04-01 12:38:57.401413"
149	"paid"	50	"Goat Simulator"	"https://www.appannie.com/apps/ios/app/goat-simulator/"	"2015-04-01 12:38:41.599734"	"2015-04-01 12:38:57.412583"
150	"grossing"	50	"Criminal Case"	"https://www.appannie.com/apps/ios/app/767473889/"	"2015-04-01 12:38:41.611534"	"2015-04-01 12:38:57.421930"
